시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명,
서대문자연사박물관(3월~10월),공립,서울특별시 서대문구 연희로 32길 51,서울특별시 서대문구 연희동 산5-58,37.578662,126.937836,02-330-8899,서대문자연사박물관,https://namu.sdm.go.kr,"나무홀, 수유실, 카페, 스낵바, 야외쉼터, 뮤지엄샵",09:00,18:00,09:00,19:00,"매주 월요일, 1월1일, 설날, 추석 당일 단, 월요일이 공휴일인경우 다음날 휴관일",6000,3000,2000,"1. 무료: 6세이하, 65세 이상, 장애인 및 국가유공자 (장애인 수첩 및 국가유공자증 소지자)에 한함,  2. 50퍼센트 할인: 서대문거주주민(신분증 소지자 한함), 관내학교(초,중,고) 3. 단, 중복할인 불가 4. 20퍼센트 할인: 서대문자연사박물관 입장권 소지자(단, 개인관람객에 한함)",서대문자연사박물관은 살아있는 인성교육의 공간으로써 우리나라 최초의 학교나 개인이 아닌 지방자치단체에서 직접 계획하고 만든 자연사박물관 입니다.,"[지하철] 신촌역(2호선) : 3,4출구로 나와 서대문03마을버스 탑승 후 서대문자연사박물관 하차, 홍제역(3호선) : 3번출구(무악재방향), 4번출구(홍은사거리방향)로 나와 7738 탑승 후 서대문자연사박물관 하차 [버스]  110A, 153(간선버스), 7017, 7720, 7738(지선버스), 자가용 : 홈페이지 참고",02-330-8899,서울특별시 서대문구청,2018-08-07,3120000,서울특별시 서대문구,
서대문자연사박물관(11월~2월),공립,서울특별시 서대문구 연희로 32길 51,서울특별시 서대문구 연희동 산5-58,37.578662,126.937836,02-330-8899,서대문자연사박물관,https://namu.sdm.go.kr,"나무홀, 수유실, 카페, 스낵바, 야외쉼터, 뮤지엄샵",09:00,17:00,09:00,18:00,"매주 월요일, 1월1일, 설날, 추석 당일 단, 월요일이 공휴일인경우 다음날 휴관일",6000,3000,2000,"1. 무료: 6세이하, 65세 이상, 장애인 및 국가유공자 (장애인 수첩 및 국가유공자증 소지자)에 한함,  2. 50퍼센트 할인: 서대문거주주민(신분증 소지자 한함), 관내학교(초,중,고) 3. 단, 중복할인 불가 4. 20퍼센트 할인: 서대문자연사박물관 입장권 소지자(단, 개인관람객에 한함)",서대문자연사박물관은 살아있는 인성교육의 공간으로써 우리나라 최초의 학교나 개인이 아닌 지방자치단체에서 직접 계획하고 만든 자연사박물관 입니다.,"[지하철] 신촌역(2호선) : 3,4출구로 나와 서대문03마을버스 탑승 후 서대문자연사박물관 하차, 홍제역(3호선) : 3번출구(무악재방향), 4번출구(홍은사거리방향)로 나와 7738 탑승 후 서대문자연사박물관 하차 [버스]  110A, 153(간선버스), 7017, 7720, 7738(지선버스), 자가용 : 홈페이지 참고",02-330-8899,서울특별시 서대문구청,2018-08-07,3120000,서울특별시 서대문구,
서대문형무소역사관(3월~10월),공립,서울특별시 서대문구 통일로 251,서울특별시 서대문구 현저동 101,37.576204,126.955574,02-360-8585,서울특별시 서대문구 도시관리공단,http://www.sscmc.or.kr/newhistory/index_culture.asp,"고객 해설 안내용 이어폰 수동휠체어 전동휠체어 돋보기 보청기 장애인화장실 응급구호장비(구급약품, 자동제세동기, 산소호흡기, 방독면, 들것)",09:30,18:00,09:30,18:00,"신정, 설날, 추석날, 매주월요일(월요일이 공휴일인 경우 다음날 휴관)",3000,1500,1000,"1. 무료: 6세이하, 65세 이상, 장애인 및 국가유공자 (장애인 수첩 및 국가유공자증 소지자)에 한함,  2. 50퍼센트 할인: 서대문거주주민(신분증 소지자 한함), 관내학교(초,중,고) 3. 단, 중복할인 불가 4.20퍼센트 할인: 서대문자연사박물관 입장권 소지자(단, 개인관람객에 한함)","자주독립정신과 자유, 평화수호 정신을 기리는 교육의 현장으로 운영되고 있습니다.","지하철3호선 독립문역 5번 출구(독립공원 방향, 1분 소요),  버스: 현저동 또는 독립문정류장에서 하차간선버스(파랑) : 471, 701, 702, 703, 704, 720, 752 지선버스(초록) : 7019, 7021, 7025, 7737광역버스(빨강) : 9701, 9703, 9709, 9710마을버스 : 서대문02",02-330-1130,서울특별시 서대문구청,2018-08-07,3120000,서울특별시 서대문구,
서대문형무소역사관(11월~12월),공립,서울특별시 서대문구 통일로 251,서울특별시 서대문구 현저동 101,37.576204,126.955574,02-360-8585,서울특별시 서대문구 도시관리공단,http://www.sscmc.or.kr/newhistory/index_culture.asp,"고객 해설 안내용 이어폰 수동휠체어 전동휠체어 돋보기 보청기 장애인화장실 응급구호장비(구급약품, 자동제세동기, 산소호흡기, 방독면, 들것)",09:30,17:00,09:30,17:00,"신정, 설날, 추석날, 매주월요일(월요일이 공휴일인 경우 다음날 휴관)",3000,1500,1000,"1. 무료: 6세이하, 65세 이상, 장애인 및 국가유공자 (장애인 수첩 및 국가유공자증 소지자)에 한함,  2. 50퍼센트 할인: 서대문거주주민(신분증 소지자 한함), 관내학교(초,중,고) 3. 단, 중복할인 불가 4.20퍼센트 할인: 서대문자연사박물관 입장권 소지자(단, 개인관람객에 한함)","자주독립정신과 자유, 평화수호 정신을 기리는 교육의 현장으로 운영되고 있습니다.","지하철3호선 독립문역 5번 출구(독립공원 방향, 1분 소요),  버스: 현저동 또는 독립문정류장에서 하차간선버스(파랑) : 471, 701, 702, 703, 704, 720, 752 지선버스(초록) : 7019, 7021, 7025, 7737광역버스(빨강) : 9701, 9703, 9709, 9710마을버스 : 서대문02",02-330-1130,서울특별시 서대문구청,2018-08-07,3120000,서울특별시 서대문구,
산청한의학박물관,공립,경상남도 산청군 금서면 동의보감로555번길 45-6,경상남도 산청군 금서면 특리 1300,35.441508,127.830578,055-970-6623,산청군청 한방항노화실,http://donguibogam-village.sancheong.go.kr/,"수유실, 장애인화장실",09:00,18:00,09:00,18:00,"1월1일, 설당일, 추석당일, 매주월요일",2000,15000,1000,"산청군거주자, 만6세이하 어린이, 만65세이상 노인, 장애인 1~3급(보호자1인 포함), 국가유공자(배우자 1인 포함), 독립유공자, 참전유공자, 고엽제 후유의증환자, 국민기초생활수급자, 선관위발급 투표확인증 소지자, 한부모가족",전국최초 지방자치단체 한의학전문박물관,산청읍-화계간 버스이용,055-970-6623,경상남도 산청군청,2018-02-23,5450000,경상남도 산청군,
산청박물관,공립,경상남도 산청군 생초면 산수로 1064,경상남도 산청군 생초면 어서리 772,35.4914462,127.8312211,070-8990-2133,산청군청 문화관광과,,,09:00,18:00,09:00,18:00,매주월요일,0,0,0,무료,,산청읍-생초간 버스이용,055-970-6444,경상남도 산청군청,2018-02-23,5450000,경상남도 산청군,
한국족보박물관,공립,대전광역시 중구 뿌리공원로 79(침산동),대전광역시 중구 침산동 364,36.285708,127.388397,042-582-4445,대전광역시 중구 효문화마을관리원,http://hyo.djjunggu.go.kr/html/hyo/museum/museum_040501.html,"휠체어, 유모차, 모유수유실, 매점",10:00,17:00,10:00,17:00,"매주 월요일, 설·추석 당일",0,0,0,해당없음,,http://www.djjunggu.go.kr/html/hyo/intro/intro_0105.html,042-582-4445,대전광역시 중구 효문화마을관리원,2018-07-25,3650000,대전광역시 중구,
63아트,사립,서울특별시 영등포구 63로 50,서울특별시 영등포구 여의도동 60,37.520616,126.939977,02-789-5663,㈜한화,http://www.63skyart.co.kr/,"수유실,화장실",10:00,22:00,10:00,22:00,연중무휴,13000,12000,11000,"경로 11,000","63빌딩 지하 3층에 위치한 63왁스뮤지엄은 대한민국 최초 살아있는 밀랍인형들이 전시된 곳이다.(2009년 7월 3일 개관) 총 11개의 섹션으로 나뉘어 70여 개의 밀랍인형을 볼 수 있는 63왁스뮤지엄은 김구,박정희, 김대중 등 역대 대한민국 지도자들을 만날 수 있는 명예의 전당, 아인슈타인 등 역사 속의 인물 달리, 고흐, 피카소의 화가의 방, 베컴, 타이거우즈 등의 스포츠스타, 공포체험관, 애니메이션 zone 등 으로 구성되어 있다. 아시아 최고이 밀랍인형 작가 마쓰자키 사토루 등 해외 유명 작가의 작품으로 구성되어 있다.","1호선 대방역 6번출구 여의도 방향 40M 지점 무료 셔틀버스 이용, 6번출구 앞 여의도 마을버스 11번 이용, 5호선 여의나루역 4번출구 MBC방향 80M지점 무료셔틀버스 이용, 1번출구 앞 시내버스 5534번,5633번, 261번 이용 5호선 여의도역 5번출구 성모병원 버스승차장 앞 무료셔틀버스 이용, 5번출구 앞 여의도 마을1호선 대방역 6번출구 여의도 방향 40M 지점 무료 셔틀버스 이용, 6번출구 앞 여의도 마을버스 11번 이용, 5호선 여의나루역 4번출구 MBC방향 80M지점 무료셔틀버스 이용, 1번출구 앞 시내버스 5534번,5633번, 261번 이용 5호선 여의도역 5번출구 성모병원 버스승차장 앞 무료셔틀버스 이용, 5번출구 앞 여의도 마을버스 11번이용",02-789-5663,㈜한화,2018-02-20,3180000,서울특별시 영등포구,
63아쿠아플라넷,사립,서울특별시 영등포구 63로 50,서울특별시 영등포구 여의도동 60,37.520616,126.939977,02-789-5663,㈜한화,http://www.63.co.kr/home/63CITY/seaworld/intro.do,"수유실, 화장실",10:00,22:00,10:00,22:00,연중무휴,25000,23000,21000,"경로 21,000","400여종 약 2만 마리의 다양한 해양생물을 54개 수조와 특수 사육용 수조 26개에 나누어 전시한 대규모 실내 수족관으로 산호초, 바다표범, 펭귄, 물개, 돌고래, 2m가 넘는 키다리 게, 3억5천만년전의 신비를 간직한 고대어류 실라칸스를 볼수 있다. 지하1층, 2층으로 2개층을 통해서 관람을 할 수 있고, 수중싱크로나이즈쇼는 전문적인 국가대표 싱크로나이즈 선수가 상어와 갖가지 물고기가 있는 대형 수족관안에서 자유로이 회전과 묘기를 펼치는 장관을 연출하고, 닥터피쉬체험과 도마뱀, 아나콘다 등의 생물도 관광객을 기다리고 있다. 물개쇼, 바다표범쇼, 바다공주쇼, 펭귄피딩쇼, 수중싱크로나이즈쇼를 공연시간에 맞춰서 진행을 하기 때문에 출발하기 전에 보고 싶은 쇼진행 시간에 맞춰서 가면 놓치지 않고 볼 수 있다.","1호선 대방역 6번출구 여의도 방향 40M 지점 무료 셔틀버스 이용, 6번출구 앞 여의도 마을버스 11번 이용, 5호선 여의나루역 4번출구 MBC방향 80M지점 무료셔틀버스 이용, 1번출구 앞 시내버스 5534번,5633번, 261번 이용 5호선 여의도역 5번출구 성모병원 버스승차장 앞 무료셔틀버스 이용, 5번출구 앞 여의도 마을1호선 대방역 6번출구 여의도 방향 40M 지점 무료 셔틀버스 이용, 6번출구 앞 여의도 마을버스 11번 이용, 5호선 여의나루역 4번출구 MBC방향 80M지점 무료셔틀버스 이용, 1번출구 앞 시내버스 5534번,5633번, 261번 이용 5호선 여의도역 5번출구 성모병원 버스승차장 앞 무료셔틀버스 이용, 5번출구 앞 여의도 마을버스 11번이용",02-789-5663,㈜한화,2018-02-20,3180000,서울특별시 영등포구,
한국잡지박물관,사립,서울특별시 영등포구 여의대방로 67길 11,서울특별시 영등포구 여의도동 44-31,37.519617,126.930424,02-360-0041,(사)한국잡지협회,http://www.magazine.or.kr,화장실,10:00,18:00,00:00,00:00,"일요일, 공휴일, 토요일은 14:00까지 운영",0,0,0,0,"한국잡지정보관은 (사)한국잡지협회가 한국잡지 100년을 기념해서 우리민족의 발자취와 세대의 흐름을 잡지 속에서 찾고자 1992년 12월 1일 개관했다. 잡지인들의 투철한 사명감과 불굴의 정신을 계승 발전시키고, 소멸되어가는 희귀하고도 역사적 가치가 높은 잡지 및 자료들을 수집, 전시하고 전문적 학술적 연구를 통해 우리 잡지를 이해하고 발전시키기 위해 잡지정보관을 만들게 되었다","여의도역 5번 출구로 나와 직진 50m, 여의도우체국과 증권거래소 사잇길로 도보로 10분정도 직진, kbs별관 후문 4거리에서 좌측으로 조흥은행 끼고 좌회전, 맞은편 잡지회관 지하1층에 위치",02-360-0041,(사)한국잡지협회,2018-02-20,3180000,서울특별시 영등포구,
증도갯벌생태전시관,공립,전라남도 신안군 증도면 지도증도로 1766-4,전라남도 신안군 증도면 지도증도로 1766-4,34.964945,126.136929,061-275-8400,신안군,https://www.shinan.go.kr/home/www/about/experience_center/experience_center_02/page.wscmsnone,카페,10:00,18:00,10:00,18:00,월요일휴관,0,0,0,0,"갯벌생태,수석전시",,061-240-8358,신안군,2018-08-01,5010000,전라남도 신안군,
하의3도농민운동기념관,공립,전라남도 신안군 하의면 대리 35-9,전라남도 신안군 하의면 대리 35-9,34.616463,126.028340,061-240-8865,신안군,https://www.shinan.go.kr/home/www/about/experience_center/experience_center_05/page.wscms,,10:00,18:00,10:00,18:00,월요일휴관,0,0,0,0,300년 역사 농민항쟁운동,,061-240-3812,신안군,2018-08-02,5010000,전라남도 신안군,
증도소금박물관,사립,전라남도 신안군 증도면 지도증도로 1058,전라남도 신안군 증도면 지도증도로 1058,34.996510,126.175550,061-275-0829,태평염전,www.salatmuseum.or.kr,,10:00,18:00,10:00,18:00,월요일휴관,0,0,0,0,"염전체험,소금체험",,061-275-0829,태평염전,2018-08-03,5010000,전라남도 신안군,
저녁노을미술관,공립,전라남도 신안군 압해읍 수락길 350,전라남도 신안군 압해읍 수락길 350,34.843801,126.253046,061-271-1145,신안군,http://shinan-bjpark.or.kr/,북카페,09:00,18:00,09:00,18:00,월요일휴관,3000,1000,500,3000,우암 박용규 화백 상설전시,,061-240-8778,신안군,2018-08-04,5010000,전라남도 신안군,
박득순미술관,사립,전라남도 신안군 흑산면 진마을길 53,전라남도 신안군 흑산면 진마을길 53,34.683654,125.423370,02-502-4646,사립,https://blog.naver.com/parkdeuksun,,10:00,18:00,10:00,18:00,월요일휴관,0,0,0,0,사립미술관,,02-502-4646,사립,2018-08-05,5010000,전라남도 신안군,
의병박물관,공립,경상남도 의령군 의령읍 충익로 1-25,경상남도 의령군 의령읍 중동리 482,35.3148157,128.2596043,055-570-2345,의병박물관,http://www.uiryeong.go.kr/tour/index.uiryeong?menuCd=DOM_000000506004000000,,09:00,17:30,09:00,17:30,"매년 1월 1일과 매주 월요일(단, 월요일이 「관공서의 공휴일에 관한 규정」제2조에 따른 공휴일일 때에는 월요일 다음의 첫 번째 평일)",0,0,0,무료,의병박물관은 기존의 의령군민문화회관 내에 위치하고 있던 의령박물관을 충익사 기념관(보물 제671호 곽재우 유물 일관 등 의병 관련 유물)과 합관하여 의령읍 충익로 1-25번지에 신축하면서 의병박물관으로 명칭 변경하였으면 2012년 6월1일 개관하였다.,버스: 의령우체국 정류장(도보: 9분),055-570-2400,경상남도 의령군청,2018-08-21,5390000,경상남도 의령군,
록봉민속교육박물관,사립,부산광역시 강서구 가덕해안로 741,부산광역시 강서구 천성동 813,35.0315306269,128.813584709,051-892-5997,록봉민속교육박물관,www.rogbong.com,,10:00,17:00,10:00,17:00,없음,5000,5000,5000,,민속자료 관람 등,,051-892-5997,록봉민속교육박물관,2018-10-05,3360000,부산광역시 강서구,
