관리번호,공원명
27230-00050,반딧불이공원
27230-00051,동평공원
27230-00052,사계절공원
27230-00053,열림공원
27230-00054,오뚜기공원
27230-00055,뜨락공원
27230-00056,비로실공원
27230-00057,운곡공원
27230-00058,솔밭공원
27230-00059,예삐공원
27230-00060,앵무새공원
27230-00061,천서공원
27230-00062,도곡공원
27230-00063,성북공원
27230-00064,햇살공원
27230-00065,한솔공원
27230-00066,으뜸공원
27230-00067,동화공원
27230-00068,꽃밭공원
27230-00069,해오라기공원
27230-00070,질마당공원
27230-00071,학정공원
27230-00072,학공원
27230-00073,거북공원
27230-00074,침산하늘채공원
27230-00075,녹색공원
27230-00076,파란공원
27230-00077,도담한공원
27230-00078,아람공원
27230-00079,매천휴먼시아공원
27230-00080,송천공원
27230-00081,새터공원
27230-00082,장기터공원
27230-00083,사수공원
27230-00084,칠성공원
27230-00085,침산1공원
27230-00086,복현5공원
27230-00087,태전1공원
27230-00088,노원1소공원
27230-00089,노원2소공원
27230-00090,노원3소공원
29155-00001,방림1
29155-00003,월산1
29155-00004,월산2
29155-00009,봉선
29155-00010,유안
29155-00011,방죽
29155-00013,방림2
29155-00014,방림3
29155-00015,봉선1
29155-00016,봉선2
29155-00017,봉선3
29155-00020,풀빛
29155-00022,물빛
29155-00032,천변길
29155-00036,조봉
41500-00001,설봉공원
41500-00002,온천공원
41500-00003,수변공원
41500-00004,심포니공원
41500-00006,희망공원
41500-00007,한아름공원
41500-00008,꿈나무공원
41500-00009,남천공원
41500-00010,향교공원
41500-00012,달맞이공원
41500-00016,동새말공원
41500-00017,샛별공원
41500-00019,장미공원
41500-00020,한마음공원
41500-00021,마전터공원
41500-00031,증포3지구 어린이공원1
41500-00032,증포3지구 어린이공원2
26260-00001,동래사적공원
26260-00002,명장공원
26260-00003,온천아파트공원
26260-00004,수민어울공원
26260-00005,낙민공원
26260-00006,연안수민공원
26260-00007,온천공원
26260-00009,금강공원
26260-00010,복천동고분군공원
26260-00011,충렬사공원
26260-00012,쇠미소공원
26260-00013,명장소공원
26260-00014,소공원(사직1주택재건축)
26260-00015,온천4공원(온천2주택재개발)
26260-00016,온천5공원(온천2주택재개발)
26260-00017,고당공원
26260-00018,금산공원
26260-00019,한길소공원
26260-00020,여고소공원
26260-00021,소공원(복산1주택재개발)
26260-00022,소공원(복산1주택재개발)
26260-00023,소공원(복산2주택재개발)
26260-00024,소공원(안락1주택재건축)
26260-00025,소공원(안락1주택재건축)
26260-00026,신정소공원
26260-00027,명서공원
26260-00028,세실공원
26260-00029,안락꽃밭공원
26260-00030,수안체육공원
26260-00031,연안꽃동산공원
26260-00032,온천공원
26260-00034,온천3동공원
26260-00035,미남공원
26260-00036,사직놀이공원
26260-00037,사직한밭공원
26260-00038,단비동산공원
26260-00039,안락꿈돌이공원
26260-00040,명장한마음공원
26260-00041,어린이공원(복산1주택재개발)
26260-00042,하늘공원(온천1공원)
26260-00043,꿈나무공원(온천2공원)
26260-00044,숲향기공원(온천3공원)
26260-00045,어린이공원(안락1주택재건축)
26260-00046,어린이공원(안락1주택재건축)
26260-00033,화현공원
31110-10001,구름공원
31110-10002,서덕출공원
31110-10003,학성공원
31110-10004,135공원
31110-10005,136공원
31110-10006,137공원
31110-10007,139공원
31110-10008,140공원
31110-10009,141공원
31110-10010,142공원
31110-10011,152공원
31110-10012,154공원
31110-10013,태화근린공원
31110-10014,함월근린공원
31110-10015,학성제2공원
31110-10016,무지공원
31110-10017,다운공원
31110-10018,110공원
31110-20001,체육공원
31110-30001,태화루공원
31110-30002,북정공원
31110-30004,다운역사공원
31110-40001,다전생태공원
31110-40001,115 수변공원
31110-40001,114 수변공원
31110-40001,113 수변공원
31110-50001,47소공원
31110-50001,45소공원
31110-50001,돌방공원(18)
31110-50001,48소공원
31110-50001,80소공원
31110-50001,35소공원
31110-50001,33소공원
31110-50001,66소공원
31110-50001,67소공원
31110-50001,79소공원
31110-50001,78소공원
31110-50001,77소공원
31110-30003,98공원
31110-50001,54소공원
31110-50001,53소공원
31110-50001,52소공원
31110-50001,51소공원
31110-50001,39소공원
31110-50001,38소공원
31110-50001,37소공원
31110-60001,314어린이공원
31110-60001,어린이공원
31110-60001,어린이공원
31110-60001,어린이공원
31110-60001,어린이공원
31110-60001,어린이공원
31110-60001,어린이공원
31110-60001,어린이공원
31110-60001,어린이공원
31110-60001,구교공원
31110-60001,평동공원
31110-60001,우정공원
31110-60001,해오름공원
31110-60001,정지말공원
31110-60001,독수리공원
31110-60001,새일내공원
31110-60001,마루공원
31110-60001,복지공원
31110-60001,백양공원
31110-60001,애니원공원
31110-60001,평산공원
31110-60001,청구뜰공원
31110-60001,칠암공원
31110-60001,적십자공원
31110-60001,햇빛공원
31110-60001,금호공원
31110-60001,장암공원
31110-60001,함월공원
31110-60001,숯못공원
31110-60001,당고개공원
31110-60001,참새미공원
31110-60001,서동공원
31110-60001,삼일공원
31110-60001,황방공원
31110-60001,남외공원
31110-60001,곽남공원
31110-60001,다정공원
31110-60001,무궁화공원
31110-60001,구루미공원
31110-60001,양지공원
31110-60001,운곡공원
31110-60001,명정공원
31110-60001,난곡공원
31110-60001,명난공원
31110-60001,다사랑공원
31110-60001,새터공원
31110-60001,신기공원
31110-60001,내황공원
31110-60001,불선바위공원
31110-60001,단장공원
31110-60001,도화공원
31110-60001,손골공원
31110-60001,송학공원
31110-60001,계변공원
31110-60001,학남공원
31110-60001,옥성공원
31110-60001,우암공원
31110-60001,행복공원
31110-60001,약사2 일단지 제1공원
31110-60001,새치삼거리공원
31110-60001,어린이공원
31110-60001,병영성지 공원
31110-90001,숯못생태공원
31110-90001,한결공원
31110-90001,학성소공원
31110-90001,구교쉼터
31110-90001,99공원
31110-90001,반구정공원
31110-90001,화진공원
31110-90001,학산공원
31140-00068,다정공원
31140-00067,누리에공원
31140-00066,굴화공원
31140-00065,삼신공원
31140-00035,희망공원
31140-00064,새싹공원
31140-00063,격동공원
31140-00062,동백공원
31140-00061,수암공원
31140-00060,갈밭공원
31140-00059,삼산공원
31140-00058,한빛공원
31140-00057,포그니공원
31140-00056,이슬공원
31140-00055,풀빛공원
31140-00054,한마음공원
31140-00053,새롬공원
31140-00052,아름공원
31140-00051,늘푸른공원
31140-00050,초록빛공원
31140-00049,동그라미공원
31140-00048,자두공원
31140-00047,목화공원
31140-00046,햇살공원
31140-00045,비둘기공원
31140-00044,정다운공원
31140-00043,분홍공원
31140-00042,마단공원
31140-00041,강변공원
31140-00040,은비공원
31140-00039,가람공원
31140-00038,벚꽃공원
31140-00037,웨딩테마공원
31140-00036,쉼터공원
31140-00033,어울공원
31140-00072,편백공원
31140-00071,감나무공원
31140-00070,오산공원
31140-00069,다감공원
31140-00031,느티공원
31140-00030,다문화공원
31140-00029,비단공원
31140-00028,무둔실공원
31140-00027,청솔공원
31140-00026,월봉공원
31140-00025,푸른공원
31140-00024,감골공원
31140-00023,봉월공원
31140-00022,거마공원
31140-00021,쇠터공원
31140-00020,은월공원
31140-00019,움골공원
31140-00018,질골공원
31140-00017,정광공원
31140-00016,가시나무공원
31140-00015,솔숲공원
31140-00014,바라미공원
31140-00013,삼한공원
31140-00012,삼호공원
31140-00011,신복공원
31140-00010,섬들공원
31140-00009,진등공원
31140-00008,전골공원
31140-00007,산학공원
31140-00006,헐수정공원
31140-00005,문수공원
31140-00032,하나공원
31140-00004,해연공원
31140-00003,별빛공원
31140-00002,늘봄공원
31140-00034,동평공원
31140-00001,선암호수고원
31140-00097,울산체육공원
31140-00096,옥동공원
31140-00095,신정1지구제3소공원
31140-00094,신정1지구제2소공원
31140-00093,황암공원
31140-00092,옥신공원
31140-00091,황성공원
31140-00090,세죽공원
31140-00089,중앙공원
31140-00088,푸른공원
31140-00087,나눔공원
31140-00086,용연공원
31140-00085,옥현공원
31140-00084,처용문화공원
31140-00083,삼호공원
31140-00082,신정공원
31140-00081,굴화강변공원
31140-00080,약수공원
31140-00079,샘골공원
31140-00078,옥산공원
31140-00077,구슬공원
31140-00076,이수공원
31140-00075,만남공원
31140-00073,해죽공원
31140-00074,벽파공원
31170-00322,꽃받등공원
31170-00323,숲거랑공원
31170-00324,둠뫼공원
31170-00163,번덕공원
31170-00165,양지공원
31170-00166,대천공원
31170-00167,월봉골공원
31170-00148,절골공원
31170-00144,갓안공원
31170-00145,댄밖공원
31170-00146,부엉이공원
31170-00147,대송공원
31170-00164,대청공원
31170-00135,산성공원
31170-00136,돌안공원
31170-00137,바드래공원
31170-00138,범골공원
31170-00139,주택재건축공원
31170-00140,한빛공원
31170-00141,무지개공원
31170-00142,산시공원
31170-00143,산성이공원
31170-00129,옥류공원
31170-00133,가족공원
31170-00134,친구공원
31170-00130,쟁골공원
31170-00325,쇠평공원
31170-00343,감나무골공원
31170-00001,동진마을쉼터
31170-00002,한채쉼터
31170-00002,남목체육소공원
31170-00001,상진공원
31170-00001,남목1동 쌈지공원
31170-00002,남목3동 쌈지공원
31170-00003,일산천 문화공원
31170-00003,슬도공원
31170-00069,하늘마루공원
31170-00040,목장공원
31170-00008,늘푸른공원1
31170-00009,늘푸른공원2
31170-00010,늘푸른공원3
31170-00011,늘푸른공원4
31170-00027,주택재건축공원
31170-00012,산생공원
31170-00041,소공원
31170-00065,큰골공원
31170-00016,주전공원
31170-00031,주전2공원
31170-00005,방어진도시자연공원구역
31170-00012,대왕암공원
31170-00019,화정공원
31170-00020,꽃나루공원
31170-00021,망개산공원
31170-00078,비석골공원
31170-00097,동뫼산공원
31170-00010,주전공원
31170-00005,방어진공원
31170-00149,까치공원
31170-00156,꽃바우공원
31170-00157,가재돌공원
31170-00158,화암추공원
31170-00159,미암공원
31170-00160,끝작공원
31170-00161,촛등공원
31170-00162,목거랑공원
31170-00150,문재공원
31170-00151,복지불공원
31170-00152,남진공원
31170-00153,후릉공원
31170-00154,쿵구공원
31170-00155,삼섬공원
31170-00321,댕바위공원
31200-12201,두부곡어린이공원
31200-12202,잠실공원
31200-12203,늘푸른공원
31200-12204,안산공원
31200-12505,통새미공원
31200-12506,송내공원
31200-12507,청솔공원
31200-12208,상방공원
31200-12509,화봉공원
31200-12710,성내어린이공원
31200-10211,수동공원
31200-10212,우리공원
31200-10213,희망공원
31200-10214,오뚜기공원
31200-10215,해맑은공원
31200-10216,으뜸공원
31200-10217,종달새공원
31200-10618,중산어린이공원
31200-10319,매곡산단공원(매곡2)
31200-10520,신천어린이공원
31200-10721,상안어린이공원
31200-10322,매곡1어린이공원
31200-10323,기령소공원
31200-10524,신천소공원
31200-10325,온누리공원
31200-12526,아람어린이공원
31200-12527,아라어린이공원
31200-12528,누리어린이공원
31200-12529,가온어린이공원
31200-12530,가람근린공원
31200-12531,한솔근린공원
31200-12232,62호소공원
31200-12333,89호공원
31200-12434,양정소공원
31200-12735,중리소공원
31200-10836,천곡뜰소공원
31200-10337,매곡소공원
31200-10638,햇빛어린이공원
31200-10639,별빛어린이공원
31200-10640,달빛어린이공원
31200-10641,중산소공원
31110-10001,구름공원
31110-10002,서덕출공원
31110-10003,학성공원
31110-10004,135공원
31110-10005,136공원
31110-10006,137공원
31110-10007,139공원
31110-10008,140공원
31110-10009,141공원
31110-10010,142공원
31110-10011,152공원
31110-10012,154공원
31110-10013,태화근린공원
31110-10014,함월근린공원
31110-10015,학성제2공원
31110-10016,무지공원
31110-10017,다운공원
31110-10018,110공원
31110-20001,체육공원
31110-30001,태화루공원
31110-30002,북정공원
31110-30004,다운역사공원
31110-40001,다전생태공원
31110-40001,115 수변공원
31110-40001,114 수변공원
31110-40001,113 수변공원
31110-50001,47소공원
